cheer,,,,
truce,,,,
eater,,,,
speed,,,,
water,,,,
beast,,,,
widen,,,,
rumba,,,,
saint,,,,
drake,,,,
stalk,,,,
angel,,,,
filet,,,,
rower,,,,
pooch,,,,
boozy,,,,
frill,,,,
stony,,,,
crazy,,,,
sheer,,,,
parer,,,,
goofy,,,,
botch,,,,
oddly,,,,
rivet,,,,
china,,,,
brawn,,,,
moult,,,,
ramen,,,,
imbue,,,,
weedy,,,,
stall,,,,
snore,,,,
wedge,,,,
idiot,,,,
fairy,,,,
tutor,,,,
ratio,,,,
flier,,,,
wrote,,,,
guild,,,,
pinch,,,,
amass,,,,
forum,,,,
amity,,,,
thick,,,,
aloof,,,,
dream,,,,
maker,,,,
crony,,,,
swift,,,,
spoke,,,,
icily,,,,
buggy,,,,
pique,,,,
muddy,,,,
match,,,,
arrow,,,,
above,,,,
snarl,,,,
dryly,,,,
filth,,,,
prank,,,,
twixt,,,,
posit,,,,
check,,,,
intro,,,,
bring,,,,
bloat,,,,
grape,,,,
omega,,,,
quote,,,,
tempo,,,,
assay,,,,
nadir,,,,
elbow,,,,
missy,,,,
bread,,,,
fight,,,,
murky,,,,
fancy,,,,
zebra,,,,
tight,,,,
briny,,,,
hound,,,,
quest,,,,
blank,,,,
tryst,,,,
salad,,,,
gooey,,,,
blush,,,,
slate,,,,
skier,,,,
haste,,,,
hotly,,,,
exist,,,,
recap,,,,
pesto,,,,
dance,,,,
penny,,,,
miner,,,,
bevel,,,,
ditty,,,,
udder,,,,
derby,,,,
essay,,,,
pinto,,,,
spasm,,,,
loopy,,,,
candy,,,,
masse,,,,
shall,,,,
torso,,,,
buddy,,,,
often,,,,
bathe,,,,
abuse,,,,
react,,,,
cheap,,,,
yearn,,,,
pitch,,,,
skimp,,,,
event,,,,
guide,,,,
staid,,,,
flock,,,,
drive,,,,
blood,,,,
venue,,,,
surge,,,,
write,,,,
evade,,,,
gauge,,,,
cause,,,,
shout,,,,
lusty,,,,
trial,,,,
teach,,,,
umbra,,,,
sleek,,,,
jaunt,,,,
inbox,,,,
bulky,,,,
sneak,,,,
demon,,,,
slink,,,,
bison,,,,
attic,,,,
valid,,,,
tawny,,,,
tamer,,,,
frail,,,,
sepia,,,,
rocky,,,,
yield,,,,
embed,,,,
usual,,,,
upset,,,,
rajah,,,,
vapor,,,,
prose,,,,
clink,,,,
exact,,,,
shunt,,,,
conic,,,,
circa,,,,
amber,,,,
tying,,,,
valve,,,,
unite,,,,
voila,,,,
polyp,,,,
freed,,,,
tonic,,,,
nasty,,,,
slung,,,,
humph,,,,
clank,,,,
madam,,,,
stein,,,,
black,,,,
round,,,,
plumb,,,,
avail,,,,
jumpy,,,,
libel,,,,
fatal,,,,
lapel,,,,
prick,,,,
wrong,,,,
suing,,,,
roast,,,,
tonal,,,,
sling,,,,
coast,,,,
stump,,,,
neigh,,,,
horde,,,,
night,,,,
fifty,,,,
super,,,,
nobly,,,,
extra,,,,
total,,,,
leafy,,,,
chase,,,,
sonar,,,,
madly,,,,
sense,,,,
taper,,,,
brain,,,,
amend,,,,
torus,,,,
musty,,,,
funny,,,,
shrew,,,,
cliff,,,,
doubt,,,,
adobe,,,,
lingo,,,,
since,,,,
tweed,,,,
eight,,,,
click,,,,
rotor,,,,
blast,,,,
modem,,,,
titan,,,,
comma,,,,
groan,,,,
edict,,,,
covey,,,,
crave,,,,
sweet,,,,
flirt,,,,
patch,,,,
molar,,,,
harry,,,,
croup,,,,
pouty,,,,
prove,,,,
storm,,,,
basal,,,,
amble,,,,
hinge,,,,
study,,,,
pulpy,,,,
dully,,,,
breed,,,,
gavel,,,,
crash,,,,
meant,,,,
raven,,,,
salty,,,,
baker,,,,
occur,,,,
eagle,,,,
piggy,,,,
dilly,,,,
spade,,,,
moral,,,,
aunty,,,,
flung,,,,
thief,,,,
donut,,,,
third,,,,
float,,,,
adorn,,,,
plate,,,,
slush,,,,
burly,,,,
merry,,,,
turbo,,,,
slick,,,,
twine,,,,
halve,,,,
hater,,,,
snuck,,,,
rigor,,,,
enter,,,,
never,,,,
erect,,,,
media,,,,
locus,,,,
stuck,,,,
cacti,,,,
shove,,,,
spout,,,,
stake,,,,
flume,,,,
bossy,,,,
lover,,,,
spine,,,,
waver,,,,
spire,,,,
opera,,,,
brass,,,,
fanny,,,,
shirk,,,,
mania,,,,
alien,,,,
tiger,,,,
endow,,,,
train,,,,
fatty,,,,
usage,,,,
force,,,,
affix,,,,
stick,,,,
roomy,,,,
cover,,,,
drama,,,,
skate,,,,
donor,,,,
octal,,,,
waive,,,,
cough,,,,
ridge,,,,
geeky,,,,
bleed,,,,
drunk,,,,
knife,,,,
which,,,,
scour,,,,
audit,,,,
lumpy,,,,
alike,,,,
arson,,,,
swish,,,,
rainy,,,,
sushi,,,,
green,,,,
raise,,,,
parka,,,,
honey,,,,
snack,,,,
tenet,,,,
shied,,,,
nutty,,,,
image,,,,
kneel,,,,
liner,,,,
prawn,,,,
taint,,,,
guard,,,,
among,,,,
brief,,,,
large,,,,
worse,,,,
tweak,,,,
shack,,,,
cocoa,,,,
fluid,,,,
slice,,,,
toddy,,,,
enjoy,,,,
spool,,,,
reuse,,,,
mambo,,,,
idler,,,,
mange,,,,
lofty,,,,
knave,,,,
flame,,,,
metro,,,,
lucky,,,,
bonus,,,,
siren,,,,
stork,,,,
offal,,,,
color,,,,
favor,,,,
abled,,,,
undue,,,,
moldy,,,,
ahead,,,,
fecal,,,,
sport,,,,
crank,,,,
level,,,,
belly,,,,
clang,,,,
frank,,,,
juice,,,,
tribe,,,,
fishy,,,,
quilt,,,,
white,,,,
saner,,,,
anger,,,,
sooth,,,,
touch,,,,
lumen,,,,
range,,,,
spite,,,,
sedan,,,,
began,,,,
actor,,,,
dwarf,,,,
entry,,,,
kiosk,,,,
pesky,,,,
papal,,,,
lasso,,,,
swoop,,,,
smack,,,,
mogul,,,,
demur,,,,
badge,,,,
shape,,,,
onion,,,,
knead,,,,
shire,,,,
thyme,,,,
music,,,,
flake,,,,
trawl,,,,
think,,,,
seven,,,,
medal,,,,
plush,,,,
kneed,,,,
grime,,,,
cache,,,,
foggy,,,,
riper,,,,
grief,,,,
booby,,,,
foray,,,,
shorn,,,,
belie,,,,
hedge,,,,
dross,,,,
posse,,,,
naive,,,,
chock,,,,
groom,,,,
bunch,,,,
taste,,,,
aroma,,,,
decoy,,,,
hover,,,,
moron,,,,
steal,,,,
clued,,,,
flask,,,,
tipsy,,,,
trunk,,,,
glide,,,,
gloat,,,,
revel,,,,
horse,,,,
loser,,,,
femur,,,,
agora,,,,
mocha,,,,
lunch,,,,
mural,,,,
bilge,,,,
fault,,,,
fiery,,,,
flush,,,,
mouth,,,,
troll,,,,
unmet,,,,
churn,,,,
ledge,,,,
extol,,,,
fiber,,,,
vital,,,,
blind,,,,
swamp,,,,
point,,,,
ruder,,,,
chose,,,,
meter,,,,
sleep,,,,
outer,,,,
inlet,,,,
local,,,,
found,,,,
trace,,,,
drain,,,,
trait,,,,
queue,,,,
swine,,,,
fresh,,,,
hilly,,,,
elder,,,,
fetus,,,,
agile,,,,
spook,,,,
organ,,,,
cower,,,,
ester,,,,
stock,,,,
gauze,,,,
ennui,,,,
adopt,,,,
aisle,,,,
limit,,,,
foamy,,,,
scold,,,,
tower,,,,
nosey,,,,
error,,,,
haunt,,,,
maple,,,,
boost,,,,
trade,,,,
rival,,,,
snail,,,,
marsh,,,,
idiom,,,,
peach,,,,
rerun,,,,
wheat,,,,
index,,,,
drink,,,,
cling,,,,
alley,,,,
chant,,,,
sunny,,,,
flair,,,,
civic,,,,
condo,,,,
=======
trite,5,5,5,4
gayly,5,4,4,4
bowel,3,3,4,4
inept,3,3,3,3
manor,5,4,3,3
begun,3,3,3,3
borne,4,3,3,3
brisk,2,3,3,3
bicep,3,3,3,3
queer,5,4,4,4
pedal,3,3,4,4
scary,4,4,4,4
untie,3,3,3,3
booth,3,3,4,4
frond,4,4,4,4
sweat,3,3,4,4
twice,3,3,3,3
pivot,3,3,4,4
lemur,4,4,4,4
sonic,3,4,3,3
plane,5,3,4,4
kinky,4,4,4,4
koala,3,4,4,4
scone,3,3,3,3
excel,3,4,4,4
baste,3,3,3,4
plait,3,3,3,3
trope,2,3,3,3
cagey,4,3,3,3
proxy,6,4,4,4
poker,6,5,6,5
corny,4,3,3,3
dryer,3,3,4,4
older,4,4,4,4
shock,3,4,3,3
north,4,3,3,3
decal,3,3,3,3
droit,2,3,3,3
hitch,4,5,4,4
ferry,5,5,5,5
taunt,4,5,4,4
felon,4,4,3,3
urban,4,4,4,4
learn,3,3,3,3
hutch,5,4,5,4
prong,4,3,3,3
olden,4,4,3,3
farce,4,3,3,3
salon,2,3,2,2
prune,4,3,3,3
groin,4,3,3,3
brine,5,4,3,3
swath,4,4,5,4
beady,3,3,4,4
crump,4,4,4,4
timer,6,5,4,4
mealy,4,4,4,4
cleat,2,2,3,3
covet,4,4,4,4
anime,4,3,3,3
whose,5,3,4,4
trash,4,3,3,3
heady,4,4,4,4
hoard,4,4,4,4
exalt,4,4,4,4
lathe,4,3,3,3
broil,3,3,3,3
flare,4,4,4,4
prior,4,4,3,3
steel,3,3,4,4
limbo,3,3,3,3
beset,4,4,4,4
fungi,4,4,4,4
globe,3,3,3,3
argue,3,3,4,4
bench,4,4,3,3
panic,2,4,4,4
going,3,4,4,4
crypt,3,3,3,3
woozy,5,5,5,5
annoy,4,4,3,3
sieve,3,3,4,4
ditch,4,4,3,4
blink,4,4,4,4
lurid,3,3,4,4
diver,3,3,3,4
scaly,5,4,5,4
crepe,3,3,4,4
clout,4,4,4,4
spill,4,3,4,4
chuck,3,3,3,3
rhyme,3,3,4,4
coven,4,4,3,3
treat,4,4,4,4
virus,3,3,4,4
aging,3,3,3,3
sorry,3,3,3,3
probe,3,3,4,5
alloy,4,4,4,4
three,4,4,4,4
caput,3,3,3,3
lymph,3,3,4,4
pleat,4,4,4,4
vouch,6,4,5,4
after,3,4,3,3
stray,4,4,5,4
twirl,4,4,3,3
asset,3,3,4,4
snort,3,3,3,3
manga,3,4,4,4
lease,3,3,3,3
colon,3,3,3,3
brute,3,3,3,3
arena,3,3,3,3
polka,4,4,3,3
moist,5,4,6,5
stain,3,3,3,3
slimy,4,3,4,4
snaky,4,4,4,4
anvil,3,3,3,3
sewer,4,4,5,4
eying,4,4,4,4
prowl,5,5,4,4
curse,2,3,3,3
worry,4,4,4,4
feast,3,3,4,4
rabbi,3,3,3,3
tabby,3,4,3,4
chess,2,3,3,3
wrath,4,3,4,4
their,3,4,4,4
repay,3,3,4,4
wreck,4,4,3,3
impel,3,3,4,4
shale,4,3,3,3
vying,5,4,4,4
skill,4,3,3,4
exert,4,4,4,4
clerk,3,3,3,3
sloth,4,3,3,3
semen,3,3,3,3
gypsy,3,3,4,4
stone,2,3,3,3
flint,3,3,3,3
synod,4,4,4,4
towel,3,3,3,3
atone,4,3,3,3
cameo,5,3,3,3
fifth,4,4,4,4
curly,3,4,3,3
blaze,4,4,5,5
shoot,3,3,4,4
shark,5,4,5,5
dying,4,4,3,3
curve,4,4,3,3
rowdy,3,3,4,4
ovoid,4,4,4,4
aider,2,2,3,3
motto,4,4,4,4
birth,3,3,3,4
alone,4,3,3,3
stilt,4,4,4,4
ficus,3,3,3,3
furor,3,4,3,3
fixer,6,5,5,5
worth,5,4,4,4
diode,4,4,4,4
mummy,4,4,5,5
belle,3,3,3,4
manly,6,3,4,4
dandy,4,4,3,4
screw,3,3,3,3
arbor,3,3,3,4
hello,4,4,4,4
shrub,3,3,3,3
heart,3,3,4,4
drawl,5,3,4,4
tripe,2,4,4,4
verge,4,4,4,4
tooth,4,4,3,3
talon,3,4,3,3
table,4,4,3,3
craze,6,4,4,4
poesy,4,3,3,3
ruler,2,3,3,3
small,5,4,4,4
melon,5,5,4,4
lithe,4,3,3,3
eaten,4,3,3,3
spank,4,3,4,4
unify,4,3,4,4
vomit,3,3,4,4
dealt,4,4,4,4
crimp,3,3,3,3
fried,2,3,4,4
agree,3,4,4,4
debit,4,3,4,4
privy,5,3,4,4
trove,3,5,4,4
tuber,4,4,4,4
fauna,3,3,4,4
rouge,3,3,4,4
ensue,3,3,4,4
viper,4,3,4,5
infer,3,4,4,4
robot,3,3,4,4
whack,6,4,5,4
blond,4,4,3,3
first,2,2,3,3
stung,3,3,4,4
burst,3,3,3,3
lowly,4,4,4,4
dogma,4,3,3,3
plume,4,4,4,4
puree,3,3,4,4
moody,3,3,4,4
trail,2,4,3,3
ninth,5,4,5,4
canon,4,3,4,4
decry,3,3,4,4
blurb,3,3,3,3
hasty,3,3,3,3
needy,3,3,4,4
spelt,2,2,4,4
scent,4,4,3,3
cloak,3,3,4,4
aloud,4,3,4,4
pupil,3,3,4,4
brook,4,4,4,4
below,5,4,3,3
worst,3,3,4,4
clump,3,3,3,3
elope,4,4,4,4
wiser,3,3,5,4
dirty,3,4,4,4
pubic,3,3,4,4
blitz,3,3,3,4
tenor,3,3,3,3
faint,2,3,3,3
widow,3,3,3,3
maize,3,3,3,3
waxen,4,4,4,4
howdy,4,4,5,5
input,3,3,3,4
waltz,5,4,3,3
early,3,3,3,3
south,3,4,3,4
unfit,3,3,4,4
nudge,3,4,3,3
copse,3,3,4,4
bough,3,4,4,4
bleak,4,4,4,4
mauve,5,3,4,4
shade,4,4,3,4
morph,4,4,4,4
owner,4,4,4,4
shady,4,4,4,4
liver,4,3,3,3
quell,4,4,5,4
pasta,4,4,4,4
carve,3,3,3,3
artsy,3,3,3,3
drool,4,4,3,3
glyph,3,3,4,4
young,4,4,4,4
price,3,3,3,3
using,3,4,3,3
smote,3,3,4,4
share,3,3,3,3
leaky,4,4,5,5
fully,5,4,5,4
vivid,4,4,4,4
wrest,4,3,3,3
brick,4,3,3,4
cress,2,3,3,3
plunk,4,4,4,4
naval,4,4,4,4
spare,5,3,4,4
annul,4,3,4,4
dough,4,4,4,4
sharp,3,3,3,3
olive,4,3,3,3
chute,3,3,3,3
sworn,4,4,4,4
handy,5,5,4,4
plank,4,3,5,5
dread,4,4,4,4
comic,3,3,3,3
rural,3,3,4,4
tense,5,3,3,3
grant,4,4,3,3
stack,3,3,3,3
sauce,3,3,3,3
aside,2,2,3,3
spice,3,3,3,3
magic,3,3,3,3
gusto,4,4,4,4
gully,6,5,6,5
crowd,4,4,4,4
trice,4,4,2,2
petal,5,4,4,4
paddy,6,5,5,4
edify,3,3,3,3
chime,5,4,4,4
belch,3,4,3,3
could,4,4,4,4
lilac,3,3,3,3
tramp,4,4,3,3
thorn,3,3,3,3
drank,4,4,4,4
bigot,3,3,3,3
enemy,3,3,4,4
rearm,4,3,4,4
decor,3,3,3,3
tunic,4,4,3,3
radio,4,3,3,3
binge,2,3,3,3
savoy,3,3,3,3
whiny,3,4,4,4
quart,4,5,4,4
mango,4,4,4,4
icing,4,4,3,3
cluck,3,3,3,3
devil,3,3,4,4
email,2,2,3,3
furry,3,4,3,3
nasal,3,3,3,3
fraud,4,4,4,4
novel,5,4,3,3
quite,3,3,3,3
jazzy,5,5,5,4
arise,2,2,3,3
rarer,3,3,5,5
split,3,3,3,3
balmy,4,4,3,3
batch,4,5,3,4
afoot,3,4,4,4
grace,2,4,4,4
snake,5,4,3,3
blade,2,4,4,4
leery,3,3,4,4
pound,5,5,4,4
preen,4,4,4,4
billy,4,4,4,4
acrid,3,3,4,4
cheek,3,3,3,3
dizzy,4,4,4,4
pasty,4,4,4,4
agony,3,3,3,3
chunk,3,3,3,3
feign,3,4,4,4
ascot,3,3,3,3
flora,3,4,4,4
knack,4,4,3,3
altar,3,4,3,3
vista,3,3,3,3
junta,4,4,4,4
loose,2,3,3,3
windy,3,4,4,4
otter,3,3,4,4
comet,3,3,3,3
warty,3,4,4,4
golly,5,4,5,5
allay,3,4,3,3
tidal,2,3,3,3
tacky,4,4,3,3
lucid,4,4,4,4
tatty,7,5,5,4
bosom,3,4,3,3
strap,2,3,3,4
dwelt,3,3,4,4
other,4,4,3,4
wispy,4,3,4,4
utter,4,4,4,4
shrug,4,4,4,4
noise,2,2,3,3
trick,4,3,3,3
aphid,3,3,3,3
slang,4,3,3,3
fiend,3,3,4,4
reply,3,3,4,5
loath,3,4,4,4
glory,4,4,3,3
liege,3,3,4,4
sixty,4,3,4,4
bylaw,3,4,4,4
vegan,4,4,4,4
uncle,3,3,3,3
radar,3,3,4,4
giant,3,3,3,3
parry,3,4,4,4
cheat,3,3,3,3
ample,3,3,4,4
lyric,3,4,3,3
slept,3,3,3,3
catch,4,3,4,5
would,4,4,4,4
reset,3,3,4,4
froth,4,4,4,4
denim,3,4,4,4
along,3,3,3,3
twang,5,4,4,4
reedy,3,3,3,4
weary,4,3,5,5
stash,4,3,4,4
sassy,3,3,4,4
chore,3,3,3,3
chirp,3,3,3,3
stiff,4,4,4,4
slump,3,3,4,4
court,2,3,3,3
booze,4,3,4,4
known,4,4,3,3
rayon,3,3,4,4
wager,5,4,3,4
bible,3,3,3,3
ozone,3,3,3,3
rider,3,3,4,4
tract,3,4,4,4
pagan,3,4,3,3
stair,2,2,3,3
villa,3,4,3,3
snuff,3,3,4,4
agent,4,4,3,3
tarot,4,3,3,3
ghost,4,4,4,4
smell,4,4,5,4
world,5,4,4,4
stout,3,4,5,4
union,4,4,4,4
broth,4,4,3,3
group,4,4,3,3
rough,3,3,4,4
angst,3,3,3,3
pearl,4,4,4,4
whoop,3,3,4,4
reign,2,2,3,3
surly,4,4,4,4
graze,7,5,6,5
mamma,4,5,5,4
debut,3,3,4,4
resin,2,2,3,3
suave,5,4,4,4
surer,5,4,4,4
hobby,4,4,5,5
spicy,3,3,3,3
allot,3,3,3,3
outgo,4,4,5,4
chasm,3,3,3,3
clamp,4,4,4,4
relax,3,4,3,3
shiny,4,4,3,4
crime,4,3,3,3
sheet,3,3,4,4
stole,4,4,3,3
style,3,3,3,3
askew,3,3,3,3
palsy,3,3,3,3
whirl,4,4,3,3
orbit,3,3,4,4
mover,6,5,4,5
holly,3,3,6,4
retro,3,3,5,4
harsh,2,2,3,3
pilot,2,2,3,3
scamp,4,3,3,3
sight,3,3,3,3
leave,3,3,4,4
swear,5,3,6,4
hussy,3,3,5,5
vigor,4,3,4,4
loamy,4,4,4,4
renal,4,4,3,3
polar,4,3,4,4
raspy,2,2,4,4
vogue,3,3,4,4
ultra,4,4,4,4
cacao,4,3,3,3
eking,3,3,3,3
refer,4,3,4,5
haute,4,3,4,4
beget,3,3,4,4
incur,4,3,3,3
scene,3,4,3,3
stank,4,4,4,4
idyll,4,4,4,4
quack,5,3,4,4
scare,2,3,3,3
women,3,5,4,4
fudge,4,4,4,4
brush,3,3,3,3
grass,4,4,4,4
nurse,3,3,3,3
awoke,4,4,4,4
cleft,4,4,3,3
freak,5,4,4,4
fling,4,4,4,4
freer,4,4,4,4
score,3,3,3,3
cutie,3,3,3,3
seize,4,3,3,3
deter,2,2,4,4
ivory,3,4,3,3
tilde,3,4,3,3
psalm,3,3,4,4
frock,3,3,4,4
gipsy,3,3,3,3
flesh,3,3,4,4
vaunt,6,5,7,5
chili,4,4,4,4
harem,3,4,4,5
unzip,3,3,4,4
ocean,3,3,3,3
genre,4,3,3,3
lupus,4,3,4,4
venom,4,4,4,4
stark,3,3,4,4
goner,8,4,3,3
hurry,4,4,4,4
adult,3,3,3,3
mangy,3,4,5,4
choke,4,3,3,3
giver,3,4,4,4
stunk,2,4,5,4
grave,6,4,5,4
topaz,4,4,4,4
heath,4,4,4,4
stage,3,4,4,4
skiff,3,3,3,3
cruel,3,3,3,3
atoll,3,3,4,4
watch,8,5,8,5
layer,4,4,4,4
adage,3,4,3,4
bland,4,4,3,3
earth,3,3,3,3
odder,3,4,4,4
cynic,4,4,3,3
islet,2,2,3,3
offer,4,6,5,4
paper,4,4,5,4
snide,3,3,4,4
serve,3,3,3,3
truck,3,3,3,3
slash,2,3,4,4
glade,3,4,4,4
metal,4,4,5,5
crate,4,3,3,3
fleet,3,3,3,3
voter,4,4,4,4
lever,4,4,4,4
viral,3,3,4,4
truer,3,3,3,3
happy,4,5,4,4
stead,3,3,3,4
apron,3,4,3,3
label,3,4,4,4
kayak,4,4,4,4
cycle,4,3,3,3
elate,4,3,3,3
ebony,3,3,4,4
singe,3,3,3,3
plaza,5,4,4,4
sniff,4,3,4,4
silky,3,3,3,3
count,3,3,3,3
motor,4,4,3,3
disco,3,4,3,3
penal,4,4,4,4
rover,4,4,4,5
greet,4,4,4,4
abate,3,3,3,3
dusky,3,4,4,4
dress,3,3,3,3
lobby,4,4,4,4
exult,4,4,4,4
faith,3,3,3,3
voice,4,3,3,3
dried,4,3,3,4
coyly,4,4,4,4
larva,4,3,3,3
trust,3,3,4,4
poppy,5,5,5,5
plump,4,4,4,4
robin,2,2,3,3
ovate,4,4,3,3
bushy,4,4,4,4
flail,4,4,4,4
stoop,4,4,4,4
riser,3,3,4,4
chain,4,4,3,3
array,4,4,3,4
cello,3,3,3,3
onset,3,3,3,3
banjo,4,3,3,3
crust,2,3,3,3
testy,3,3,3,3
abbey,4,4,4,4
crook,5,4,3,3
cairn,3,3,3,3
steep,3,3,4,4
pluck,4,4,4,4
evoke,4,4,4,4
cramp,4,4,3,3
safer,2,2,3,3
upper,5,5,5,4
rumor,3,3,4,4
homer,5,5,4,5
crawl,5,3,3,3
primo,3,3,3,3
navel,2,3,3,3
curvy,4,4,4,4
those,4,3,3,3
erupt,4,4,3,3
wince,4,4,4,4
wooer,4,4,4,4
algae,3,3,4,4
harpy,3,4,3,4
frisk,3,3,4,4
thrum,3,3,3,3
knock,3,3,4,4
fella,3,3,4,4
gnome,3,4,4,4
leach,3,3,3,3
drape,4,4,5,4
shake,4,4,4,4
afoul,3,3,4,4
hazel,5,3,4,4
befit,3,3,3,3
scorn,3,3,3,3
snout,3,4,3,3
hymen,4,4,4,4
await,4,4,4,4
broke,4,4,4,4
false,3,3,3,3
chide,4,3,3,3
caulk,4,3,4,4
avian,3,3,3,3
spurt,3,3,3,3
merit,3,3,3,3
woken,4,5,3,4
epoch,4,4,3,3
oxide,4,4,3,3
creak,4,4,3,3
gamut,3,3,4,4
adore,3,3,3,3
straw,3,3,4,5
pixel,4,3,5,5
punch,5,4,6,4
state,4,4,4,4
baler,4,4,3,3
depot,4,4,3,3
helix,4,4,3,3
wrung,4,4,4,4
biome,4,3,3,3
graph,4,4,5,4
lower,4,4,4,4
eclat,3,3,3,3
lousy,3,3,4,4
verse,5,3,4,4
press,4,4,4,4
eject,3,3,3,3
quake,5,4,5,5
verso,3,3,4,4
shank,3,3,3,3
clown,3,3,3,3
valet,3,3,3,3
bayou,3,3,3,3
steer,4,4,3,3
gaffe,4,3,4,4
angle,4,3,3,3
showy,4,4,3,3
usher,3,3,4,4
comfy,3,3,3,3
lanky,5,4,3,3
clack,4,4,4,4
flank,4,5,4,4
leash,3,3,3,3
creme,3,4,3,3
scope,3,3,3,3
pecan,4,4,3,3
ready,3,3,4,4
enema,4,4,3,3
cross,3,3,3,3
setup,3,3,4,4
delta,3,3,3,3
antic,3,3,3,3
apart,4,4,3,3
shaft,4,3,3,4
scale,3,3,3,3
unity,3,3,3,3
bagel,4,3,3,4
royal,2,2,4,4
cadet,3,3,3,3
ingot,3,3,3,3
deity,3,3,3,3
whale,4,4,5,5
dunce,3,3,4,4
sooty,4,4,4,4
datum,4,3,4,4
radii,3,3,4,4
taker,3,4,3,4
steak,2,3,4,4
irate,2,2,3,3
allow,3,3,4,4
solve,3,3,3,3
alive,3,3,4,4
utile,2,3,4,4
panel,3,4,4,4
squat,3,4,4,4
smirk,3,3,4,4
snowy,4,4,3,3
humor,4,4,4,4
folio,3,3,3,3
delve,4,3,4,4
taboo,3,3,3,3
tread,3,3,3,3
willy,7,5,7,5
cinch,4,4,3,4
scarf,3,4,3,4
sower,4,4,4,4
might,4,4,5,5
baton,4,3,3,3
trump,4,4,3,3
scrap,3,3,5,4
bluer,5,4,4,4
laden,3,3,3,3
melee,5,3,5,4
torch,3,3,3,3
pence,5,4,5,4
marry,5,4,4,4
bingo,3,3,3,3
fetid,4,3,4,4
saute,3,3,3,3
cabin,3,3,3,3
stood,4,4,3,3
risky,2,2,3,3
porch,3,3,3,3
dowdy,4,4,4,4
thump,4,4,4,4
sully,3,4,4,4
jolly,6,5,7,5
rouse,3,3,4,4
poise,3,3,3,3
ghoul,3,3,4,4
rebus,2,2,3,3
leant,3,3,3,3
greed,6,5,5,4
tithe,4,4,3,3
given,3,4,3,3
kitty,5,5,5,5
imply,3,3,4,4
serum,3,3,3,4
smoke,5,3,3,3
joist,4,3,5,4
sappy,3,4,3,4
whelp,4,4,4,4
block,3,4,3,4
mucus,4,4,3,3
space,4,3,3,3
whole,5,3,4,4
built,3,3,4,4
clash,3,3,3,4
clock,4,4,4,4
chard,3,3,3,3
hippo,3,3,3,3
curio,3,3,4,4
mound,3,3,6,5
rally,3,3,3,3
gawky,4,4,4,4
pouch,4,4,4,4
nanny,5,4,5,5
stint,4,3,5,4
dozen,5,4,4,4
beard,3,3,4,4
kappa,4,4,4,4
rinse,2,2,3,3
spend,4,4,3,3
steed,3,3,4,4
overt,4,4,4,4
sandy,3,3,3,3
graft,4,4,4,4
drift,3,3,3,3
briar,2,3,3,3
oaken,4,3,3,3
braid,3,3,3,3
dense,3,3,3,3
blown,3,3,3,3
chill,5,4,5,5
swash,5,4,4,4
clear,3,3,3,3
glean,4,4,3,3
crest,3,3,3,3
mucky,3,3,4,4
unlit,3,3,3,3
crown,3,3,3,3
welsh,3,3,3,3
maxim,4,4,4,4
etude,4,3,4,4
inlay,3,3,3,3
flood,4,4,4,4
taken,3,3,3,3
queen,4,4,4,4
aptly,3,3,4,4
slunk,4,3,4,4
wharf,4,3,4,4
filer,5,3,3,3
dummy,3,3,4,4
champ,4,4,4,4
chest,3,3,3,3
ovary,4,4,4,4
album,4,3,4,4
sixth,4,3,4,4
heavy,4,4,4,4
axion,4,3,3,3
betel,2,2,4,4
chord,3,4,4,4
admit,3,3,3,3
amaze,5,4,4,4
sleet,3,3,4,4
tenth,4,4,4,4
focus,4,4,3,3
camel,4,4,3,3
death,3,3,3,3
salsa,2,3,4,4
risen,3,3,4,4
gravy,5,4,4,4
equip,4,3,3,3
track,4,3,3,3
daisy,2,2,3,3
ethos,4,4,3,3
leggy,4,4,4,4
husky,4,4,4,4
weird,3,3,3,3
couch,3,4,4,4
admin,4,3,3,3
ripen,3,3,3,3
dowel,3,4,3,4
gamma,3,4,4,4
swell,5,4,6,5
wagon,4,4,3,3
newer,5,4,4,4
leper,4,4,3,4
spurn,4,3,3,3
fleck,3,3,3,3
cyber,4,4,4,4
sauna,4,3,4,4
agate,5,4,4,4
fuzzy,5,5,5,5
nicer,3,3,3,3
speck,4,4,3,3
waist,3,3,3,3
brunt,3,3,3,3
abase,3,3,3,3
foist,3,3,3,4
rupee,3,3,4,4
width,3,4,4,4
exile,3,3,4,4
slope,4,4,3,3
segue,3,3,3,3
milky,4,4,4,4
witty,4,4,6,4
coral,4,4,3,3
macro,4,3,4,4
eerie,3,3,4,4
brood,4,4,3,4
canal,4,3,3,3
abode,3,3,3,3
digit,4,4,4,4
tardy,3,3,3,3
siege,2,2,3,3
ought,4,4,4,4
joust,3,3,4,4
model,4,4,4,4
femme,4,4,4,4
scalp,4,3,4,4
opine,3,3,3,3
smock,4,4,4,4
glove,4,4,4,4
apple,4,4,4,4
vinyl,4,4,3,3
livid,4,4,4,4
close,3,3,3,3
title,4,4,3,3
juror,4,4,4,4
dicey,4,4,4,4
gulch,3,3,3,3
pansy,3,3,3,3
whiff,4,4,3,3
month,3,3,4,4
flash,4,4,3,3
leapt,4,4,3,3
carry,3,3,3,3
stoke,3,4,3,3
daunt,3,4,3,4
scout,3,4,3,3
